model,rep,item_id,base_id,user_rule,answer,chosen_text,profile
llama3.2_3b,2,or_yellow_hexagon__other-color__role-teacher,or_yellow_hexagon,COLOR_RULE,B,yellow hexagon,conservative
llama3.2_3b,2,or_yellow_hexagon__other-shape__role-teacher,or_yellow_hexagon,SHAPE_RULE,B,yellow hexagon,conservative
llama3.2_3b,2,or_purple_circle__other-color__role-teacher,or_purple_circle,COLOR_RULE,C,purple circle,conservative
llama3.2_3b,2,or_purple_circle__other-shape__role-teacher,or_purple_circle,SHAPE_RULE,C,purple circle,conservative
llama3.2_3b,2,or_purple_square__other-color__role-teacher,or_purple_square,COLOR_RULE,D,purple square,conservative
llama3.2_3b,2,or_purple_square__other-shape__role-teacher,or_purple_square,SHAPE_RULE,B,purple triangle,teacher_corrective
llama3.2_3b,2,or_purple_triangle__other-color__role-teacher,or_purple_triangle,COLOR_RULE,A,purple triangle,conservative
llama3.2_3b,2,or_purple_triangle__other-shape__role-teacher,or_purple_triangle,SHAPE_RULE,C,purple circle,teacher_corrective
llama3.2_3b,2,or_purple_star__other-color__role-teacher,or_purple_star,COLOR_RULE,B,purple star,conservative
llama3.2_3b,2,or_purple_star__other-shape__role-teacher,or_purple_star,SHAPE_RULE,B,purple star,conservative
llama3.2_3b,2,or_purple_hexagon__other-color__role-teacher,or_purple_hexagon,COLOR_RULE,C,purple hexagon,conservative
llama3.2_3b,2,or_purple_hexagon__other-shape__role-teacher,or_purple_hexagon,SHAPE_RULE,C,purple hexagon,conservative
llama3.2_3b,3,or_red_circle__other-color__role-teacher,or_red_circle,COLOR_RULE,C,red circle,conservative
llama3.2_3b,3,or_red_circle__other-shape__role-teacher,or_red_circle,SHAPE_RULE,C,red circle,conservative
llama3.2_3b,3,or_red_square__other-color__role-teacher,or_red_square,COLOR_RULE,D,red square,conservative
llama3.2_3b,3,or_red_square__other-shape__role-teacher,or_red_square,SHAPE_RULE,D,red square,conservative
llama3.2_3b,3,or_red_triangle__other-color__role-teacher,or_red_triangle,COLOR_RULE,A,red triangle,conservative
llama3.2_3b,3,or_red_triangle__other-shape__role-teacher,or_red_triangle,SHAPE_RULE,A,red triangle,conservative
llama3.2_3b,3,or_red_star__other-color__role-teacher,or_red_star,COLOR_RULE,B,red star,conservative
llama3.2_3b,3,or_red_star__other-shape__role-teacher,or_red_star,SHAPE_RULE,B,red star,conservative
llama3.2_3b,3,or_red_hexagon__other-color__role-teacher,or_red_hexagon,COLOR_RULE,C,red hexagon,conservative
llama3.2_3b,3,or_red_hexagon__other-shape__role-teacher,or_red_hexagon,SHAPE_RULE,C,red hexagon,conservative
llama3.2_3b,3,or_blue_circle__other-color__role-teacher,or_blue_circle,COLOR_RULE,D,blue circle,conservative
llama3.2_3b,3,or_blue_circle__other-shape__role-teacher,or_blue_circle,SHAPE_RULE,B,blue triangle,teacher_corrective
llama3.2_3b,3,or_blue_square__other-color__role-teacher,or_blue_square,COLOR_RULE,A,blue square,conservative
llama3.2_3b,3,or_blue_square__other-shape__role-teacher,or_blue_square,SHAPE_RULE,A,blue square,conservative
llama3.2_3b,3,or_blue_triangle__other-color__role-teacher,or_blue_triangle,COLOR_RULE,B,blue triangle,conservative
llama3.2_3b,3,or_blue_triangle__other-shape__role-teacher,or_blue_triangle,SHAPE_RULE,B,blue triangle,conservative
llama3.2_3b,3,or_blue_star__other-color__role-teacher,or_blue_star,COLOR_RULE,C,blue star,conservative
llama3.2_3b,3,or_blue_star__other-shape__role-teacher,or_blue_star,SHAPE_RULE,C,blue star,conservative
llama3.2_3b,3,or_blue_hexagon__other-color__role-teacher,or_blue_hexagon,COLOR_RULE,D,blue hexagon,conservative
llama3.2_3b,3,or_blue_hexagon__other-shape__role-teacher,or_blue_hexagon,SHAPE_RULE,D,blue hexagon,conservative
llama3.2_3b,3,or_green_circle__other-color__role-teacher,or_green_circle,COLOR_RULE,C,green star,imposter_specific
llama3.2_3b,3,or_green_circle__other-shape__role-teacher,or_green_circle,SHAPE_RULE,C,green star,teacher_corrective
llama3.2_3b,3,or_green_square__other-color__role-teacher,or_green_square,COLOR_RULE,B,green square,conservative
llama3.2_3b,3,or_green_square__other-shape__role-teacher,or_green_square,SHAPE_RULE,B,green square,conservative
llama3.2_3b,3,or_green_triangle__other-color__role-teacher,or_green_triangle,COLOR_RULE,C,green triangle,conservative
llama3.2_3b,3,or_green_triangle__other-shape__role-teacher,or_green_triangle,SHAPE_RULE,C,green triangle,conservative
llama3.2_3b,3,or_green_star__other-color__role-teacher,or_green_star,COLOR_RULE,D,green star,conservative
llama3.2_3b,3,or_green_star__other-shape__role-teacher,or_green_star,SHAPE_RULE,D,green star,conservative
llama3.2_3b,3,or_green_hexagon__other-color__role-teacher,or_green_hexagon,COLOR_RULE,A,green hexagon,conservative
llama3.2_3b,3,or_green_hexagon__other-shape__role-teacher,or_green_hexagon,SHAPE_RULE,A,green hexagon,conservative
llama3.2_3b,3,or_yellow_circle__other-color__role-teacher,or_yellow_circle,COLOR_RULE,B,yellow circle,conservative
llama3.2_3b,3,or_yellow_circle__other-shape__role-teacher,or_yellow_circle,SHAPE_RULE,B,yellow circle,conservative
llama3.2_3b,3,or_yellow_square__other-color__role-teacher,or_yellow_square,COLOR_RULE,C,yellow square,conservative
llama3.2_3b,3,or_yellow_square__other-shape__role-teacher,or_yellow_square,SHAPE_RULE,C,yellow square,conservative
llama3.2_3b,3,or_yellow_triangle__other-color__role-teacher,or_yellow_triangle,COLOR_RULE,D,yellow triangle,conservative
llama3.2_3b,3,or_yellow_triangle__other-shape__role-teacher,or_yellow_triangle,SHAPE_RULE,D,yellow triangle,conservative
llama3.2_3b,3,or_yellow_star__other-color__role-teacher,or_yellow_star,COLOR_RULE,A,yellow star,conservative
llama3.2_3b,3,or_yellow_star__other-shape__role-teacher,or_yellow_star,SHAPE_RULE,A,yellow star,conservative
llama3.2_3b,3,or_yellow_hexagon__other-color__role-teacher,or_yellow_hexagon,COLOR_RULE,B,yellow hexagon,conservative
llama3.2_3b,3,or_yellow_hexagon__other-shape__role-teacher,or_yellow_hexagon,SHAPE_RULE,B,yellow hexagon,conservative
llama3.2_3b,3,or_purple_circle__other-color__role-teacher,or_purple_circle,COLOR_RULE,C,purple circle,conservative
llama3.2_3b,3,or_purple_circle__other-shape__role-teacher,or_purple_circle,SHAPE_RULE,C,purple circle,conservative
llama3.2_3b,3,or_purple_square__other-color__role-teacher,or_purple_square,COLOR_RULE,D,purple square,conservative
llama3.2_3b,3,or_purple_square__other-shape__role-teacher,or_purple_square,SHAPE_RULE,B,purple triangle,teacher_corrective
llama3.2_3b,3,or_purple_triangle__other-color__role-teacher,or_purple_triangle,COLOR_RULE,A,purple triangle,conservative
llama3.2_3b,3,or_purple_triangle__other-shape__role-teacher,or_purple_triangle,SHAPE_RULE,C,purple circle,teacher_corrective
llama3.2_3b,3,or_purple_star__other-color__role-teacher,or_purple_star,COLOR_RULE,B,purple star,conservative
llama3.2_3b,3,or_purple_star__other-shape__role-teacher,or_purple_star,SHAPE_RULE,B,purple star,conservative
llama3.2_3b,3,or_purple_hexagon__other-color__role-teacher,or_purple_hexagon,COLOR_RULE,C,purple hexagon,conservative
llama3.2_3b,3,or_purple_hexagon__other-shape__role-teacher,or_purple_hexagon,SHAPE_RULE,C,purple hexagon,conservative
